ID,QQ,PartVQ,I1_1,I1_2,I1_3,I1_4,I1_5,I1_6,I1_7,I1_8,I1_9,I1_10,I1_11,I1_12,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,LA_1,LA_2,LA_3,LA_4,LA_5,LA_6,LA_7,LA_8,LA_9,LA_10,LA_11,LA_12,LA_13,LA_14,LB_1,LB_2,LB_3,LB_4,LB_5,LB_6,LB_7,LB_8,LB_9,LB_10,LB_11,LB_12,LC_1,LC_2,LC_3,PartVA_5_T,PartVB_5_T,PartVC_5_T,PartVD_5_T
3897591,2,0,5,6,3,6,5,6,3,4,5,3,5,5,2,2,20,2,13,3,1,4,1,6,5,5,5,5,1,4,5,5,2,1,5,3,1,1,5,5,5,5,3,5,5,5,2,1,3,2,1,1,1,2,1,1,2
3897592,1,1,7,7,6,6,3,7,7,6,7,6,6,6,2,1,27,2,36,1,1,5,1,4,4,5,4,4,4,4,4,4,3,2,5,3,3,2,4,4,5,5,3,3,4,4,3,2,3,2,2,1,1,2,3,3,4
3897593,1,0,5,6,2,6,2,5,4,5,6,6,3,5,2,1,50,2,33,1,1,4,1,2,5,5,5,5,1,5,5,5,1,1,5,5,5,1,5,5,5,5,1,5,5,5,1,5,1,1,1,1,1,0,1,1,1
3897596,4,1,6,3,7,6,6,4,2,4,4,5,3,3,2,4,21,2,14,1,2,3,1,3,2,3,2,3,5,2,2,4,5,2,2,4,4,2,2,3,2,2,4,2,2,2,4,5,4,4,2,2,2,2,2,1,2
3897603,3,1,6,6,8,8,5,7,6,6,8,3,8,8,2,5,37,1,44,1,1,5,1,3,5,5,5,4,4,5,5,5,1,3,5,5,2,5,5,5,5,5,2,5,5,5,3,1,5,2,2,1,1,2,2,1,2
3897605,4,1,6,4,8,6,2,7,8,5,7,6,8,5,2,1,25,1,17,1,1,6,1,3,5,4,5,4,1,4,5,4,3,1,4,3,2,1,5,5,5,5,1,5,5,5,4,1,1,2,1,1,1,2,2,2,2
3897608,2,0,5,5,6,6,2,6,5,6,3,4,5,4,2,5,47,1,10,1,1,5,1,2,5,5,5,4,1,4,5,4,2,2,4,2,1,2,4,4,4,4,1,4,4,5,2,2,1,1,2,1,2,1,2,1,2
3897621,1,0,8,8,8,8,8,8,7,8,7,8,8,8,2,2,27,2,15,1,2,5,6,3,5,5,5,5,2,5,5,4,2,1,4,4,2,2,5,5,5,5,1,5,5,5,1,1,2,1,1,1,1,3,2,1,2
3897624,4,0,6,7,2,7,2,6,2,7,7,7,2,7,2,3,26,2,5,1,1,6,1,5,5,5,5,5,3,5,5,5,2,2,5,3,1,1,5,5,5,5,2,5,5,5,2,1,2,2,1,1,1,1,2,1,1
3897626,3,0,7,7,2,6,2,7,4,6,7,6,6,7,2,3,31,1,35,1,2,7,1,5,5,4,5,4,3,4,5,4,3,2,4,3,2,3,4,4,5,4,2,4,4,4,3,2,3,3,1,1,1,0,0,1,1
3897627,4,1,6,5,3,5,6,5,3,4,7,4,3,2,2,4,30,2,44,1,1,3,6,2,5,5,5,5,4,5,5,4,3,2,5,4,1,1,5,5,5,5,3,5,5,5,3,1,1,2,1,1,1,2,2,2,1
3897633,4,0,7,7,1,7,2,7,1,7,7,7,2,7,2,5,35,1,9,2,1,5,1,8,4,5,4,4,4,4,4,4,2,2,5,4,2,2,4,4,4,4,4,4,4,4,4,2,2,2,1,1,1,2,2,2,2
3897638,1,1,6,7,7,8,6,7,6,5,7,7,7,7,2,1,31,2,21,1,1,5,1,2,5,5,5,4,4,4,5,5,2,1,5,2,2,1,5,4,5,4,4,4,5,4,2,1,4,2,1,1,1,2,2,1,1
3897639,2,1,5,7,2,8,1,5,2,6,6,8,2,7,2,2,25,1,5,1,1,5,1,1,5,4,5,5,2,4,4,5,2,1,4,4,2,2,5,4,5,5,3,5,5,5,2,1,2,2,1,1,1,3,1,2,1
3897649,3,0,6,5,3,5,4,5,5,6,6,6,5,6,2,2,21,1,9,1,1,3,1,7,5,5,5,5,4,5,5,5,1,1,4,1,1,1,5,5,5,5,4,5,5,5,1,1,1,1,1,1,1,1,0,2,1
3897650,3,1,6,6,6,7,5,7,6,6,5,5,7,6,1,1,21,2,13,5,1,3,1,6,4,4,4,3,3,3,4,3,4,2,4,3,3,2,3,3,4,3,3,3,4,3,4,2,5,4,2,1,2,3,3,2,2
3897651,2,0,6,5,2,6,6,5,5,7,7,6,6,5,2,2,22,1,5,3,1,3,1,9,5,4,4,4,2,5,5,4,3,2,5,3,2,1,4,4,4,4,4,4,4,4,2,2,2,2,1,1,1,2,1,2,0
3897652,4,1,7,8,1,8,1,8,8,8,8,6,1,7,2,4,45,2,21,1,1,6,1,4,4,5,4,4,5,4,5,5,4,1,5,4,3,2,3,3,3,3,3,3,3,3,5,3,3,5,1,2,2,1,1,0,1
3897656,1,0,6,6,3,7,3,6,6,5,7,7,3,6,2,2,44,2,15,1,2,5,1,3,2,2,1,2,2,1,1,1,4,1,1,2,2,1,1,1,1,1,5,2,1,1,5,4,1,1,2,2,2,1,1,1,2
3897659,1,1,2,4,5,3,8,4,6,2,5,5,8,5,2,2,36,2,22,1,1,3,1,2,5,5,5,5,4,5,5,4,2,1,5,3,1,1,5,5,5,5,2,5,5,4,2,1,4,3,2,1,1,2,3,2,2
3897670,2,1,6,7,8,7,5,6,8,6,6,3,7,6,2,2,28,2,9,2,2,5,1,5,5,4,4,4,3,4,5,4,3,1,5,4,2,2,4,4,4,4,3,4,4,4,4,2,4,4,1,1,2,3,3,0,2
3897671,3,1,3,2,8,4,8,2,5,1,1,1,8,1,2,1,20,2,30,5,1,3,1,5,5,5,5,4,2,5,5,5,2,1,5,2,1,1,5,5,5,5,2,5,4,5,2,2,2,1,1,1,1,3,2,2,2
3897672,4,0,8,7,8,8,3,8,8,8,8,4,6,6,2,2,46,2,47,1,1,3,1,3,4,4,5,4,4,4,5,5,4,5,4,4,3,3,4,4,5,4,2,4,4,4,4,2,4,4,2,1,1,1,2,1,0
3897673,1,0,6,4,4,6,3,6,6,6,6,4,8,5,2,1,36,2,42,1,2,3,1,2,4,4,4,4,1,4,5,5,2,4,3,2,3,2,5,5,5,5,4,5,5,5,1,2,3,1,1,1,1,1,1,1,1
3897682,1,1,6,5,4,6,2,5,5,5,5,4,3,5,2,1,23,1,8,1,1,5,1,4,4,3,4,3,4,4,4,4,4,3,4,4,3,4,3,4,3,4,4,3,3,4,4,4,4,4,2,1,1,2,2,2,2
3897685,2,0,8,2,7,5,1,7,4,6,5,7,6,6,2,4,25,1,5,3,1,5,1,9,4,5,4,3,5,2,5,4,5,1,5,5,4,2,1,4,3,2,3,2,4,1,5,3,2,5,1,2,2,2,2,1,1
3897686,3,0,6,6,2,7,2,8,8,7,7,7,6,6,2,1,52,2,23,5,1,5,1,3,5,5,5,3,4,5,5,3,2,2,5,3,2,2,5,5,5,5,3,5,5,5,2,2,3,2,1,1,1,1,2,1,2
3897691,4,1,6,8,6,7,2,6,5,6,7,6,8,8,2,1,20,2,33,1,2,3,1,2,4,4,4,3,3,3,4,3,3,3,4,4,2,3,4,3,3,3,2,3,4,3,3,3,4,4,2,2,2,2,1,1,2
3897692,3,1,5,7,6,8,5,6,6,7,5,5,7,4,2,5,21,1,20,3,2,3,1,3,5,5,5,4,2,4,5,5,2,3,5,4,1,2,5,5,5,4,3,4,5,5,2,2,5,2,1,1,1,2,2,1,2
3897694,4,0,6,5,3,6,4,6,6,6,5,5,6,5,2,2,44,1,18,1,1,5,1,4,4,4,5,5,2,4,5,4,1,1,5,3,2,2,5,4,5,5,1,5,5,4,2,2,2,2,2,1,1,1,2,1,1
3897696,2,1,5,1,8,6,1,1,8,5,3,1,8,1,2,5,46,2,33,2,1,4,1,3,4,4,4,4,3,4,4,4,3,3,4,3,3,2,4,4,4,4,3,4,4,4,3,3,3,2,2,1,1,2,0,1,0
3897698,1,0,7,7,4,6,2,7,2,7,7,7,5,7,1,2,19,1,13,1,2,3,1,4,4,5,5,4,4,5,5,5,1,1,5,5,1,3,5,5,5,4,2,5,4,5,4,1,5,2,1,1,1,2,2,1,2
3897699,3,0,6,8,1,6,1,7,4,7,8,6,3,8,2,2,27,2,18,1,2,3,1,3,4,4,4,4,3,4,4,4,3,3,4,4,2,3,4,4,4,4,3,4,4,4,3,2,2,2,2,1,1,2,1,3,3
3897700,4,0,8,8,6,8,1,8,8,8,8,8,6,6,2,5,48,2,7,1,2,5,1,6,5,5,5,5,1,5,5,3,2,1,5,3,2,1,5,5,5,4,1,5,5,4,2,1,2,2,1,1,1,2,0,0,2
3897714,2,0,7,6,3,6,3,6,1,6,6,6,6,7,2,1,34,1,49,1,1,6,1,7,4,4,4,3,4,3,4,4,4,2,4,4,3,3,4,4,4,3,3,3,4,4,4,2,3,4,1,1,1,1,1,1,2
3897716,2,0,6,6,5,5,2,4,5,5,5,5,6,5,2,2,42,1,44,1,1,3,1,1,2,2,1,1,5,1,4,5,5,3,2,4,5,5,1,1,1,1,5,1,1,2,5,4,5,5,2,2,2,2,1,1,0
3897719,4,1,5,6,3,5,2,5,5,6,5,6,4,2,2,3,29,2,46,1,1,5,1,3,5,5,5,5,1,5,5,5,1,1,5,3,1,1,5,5,5,5,1,5,5,5,1,1,1,1,1,1,1,4,2,2,1
3897720,3,1,6,7,2,8,1,8,7,7,8,8,7,7,2,2,24,2,5,3,1,5,1,6,4,4,5,3,3,4,4,5,4,2,4,5,3,2,3,4,5,4,4,4,4,4,4,2,3,4,1,1,1,2,2,3,3
3897721,1,1,8,6,3,8,1,8,8,6,8,8,1,8,2,5,36,1,46,1,2,5,1,4,4,4,4,3,4,3,4,4,4,2,5,4,2,2,3,3,4,3,2,4,3,3,4,2,4,4,2,1,1,1,2,1,1
3897724,2,1,7,8,1,7,3,7,2,7,7,7,1,7,2,2,50,2,43,1,2,6,1,3,4,4,4,3,2,4,4,4,2,3,4,4,2,3,4,4,4,4,2,4,4,4,3,2,2,3,1,1,1,1,4,2,4
3897725,1,1,5,6,2,7,4,6,2,5,5,6,7,7,2,2,20,2,47,1,1,4,1,4,3,4,4,4,4,3,4,4,4,2,4,4,2,2,4,4,4,4,5,3,4,3,4,2,4,4,2,1,2,2,2,4,2
3897734,4,1,5,6,4,6,5,5,8,4,5,7,7,6,2,4,32,1,30,3,1,7,1,8,5,5,5,5,1,5,5,5,1,2,5,5,1,1,5,5,5,5,2,5,5,5,1,1,1,1,1,1,1,2,2,1,0
3897735,3,0,5,5,8,5,6,5,6,4,7,5,7,5,2,2,18,2,25,1,1,3,1,4,5,5,5,4,3,5,5,5,2,1,4,3,5,4,5,5,5,3,3,4,5,5,3,3,2,1,1,2,1,1,1,1,2
3897736,4,0,6,5,4,6,4,5,4,6,6,5,7,5,2,4,34,1,5,5,1,4,1,3,4,5,5,3,3,3,5,4,4,2,2,3,3,2,4,4,5,4,3,4,5,4,4,2,4,2,2,1,1,1,1,1,0
3897737,3,0,6,7,7,6,7,7,6,5,7,7,7,7,2,4,42,2,5,3,1,7,5,7,4,5,4,4,2,4,4,4,3,2,4,3,2,2,4,5,4,4,3,4,5,4,4,2,3,4,2,1,2,1,0,1,1
3897739,1,0,2,1,7,3,8,1,1,1,1,1,2,1,2,5,23,1,38,1,1,5,1,3,5,5,5,4,2,3,5,3,1,1,5,3,1,1,5,5,5,4,3,4,5,5,2,2,2,2,1,1,1,1,0,0,0
3897744,2,0,3,7,4,7,5,7,5,6,6,5,8,5,2,1,39,1,35,1,2,4,1,7,2,4,4,4,2,3,4,4,2,2,4,3,2,2,3,3,3,3,2,4,4,2,4,2,4,2,1,2,2,2,2,1,2
3897746,4,1,5,8,5,8,5,8,8,8,8,5,8,5,2,1,18,2,10,1,2,3,1,4,2,2,2,1,5,1,2,2,4,3,3,3,5,5,1,1,1,1,3,1,1,1,5,3,5,5,2,2,2,1,1,4,2
3897749,1,0,4,2,8,7,8,4,8,4,1,1,8,1,2,3,33,2,35,4,1,5,1,2,4,4,4,3,3,4,4,5,5,2,4,4,5,3,4,3,3,4,4,3,4,5,5,3,4,4,2,2,2,2,1,1,1
3897750,3,1,6,6,5,6,2,7,4,6,7,7,7,6,1,1,21,2,35,1,1,5,1,5,5,5,5,5,2,4,5,4,2,1,4,3,2,1,5,5,5,4,3,5,5,4,1,1,4,1,1,1,1,2,3,2,2
3897758,2,1,5,5,5,7,5,6,6,4,5,3,7,2,2,2,50,1,32,1,1,3,1,2,5,5,5,5,1,5,5,5,5,1,5,1,1,1,5,5,5,5,1,5,5,5,1,1,1,1,2,1,1,1,2,1,1
3897759,1,1,7,5,6,7,4,4,5,5,7,3,3,5,2,1,34,2,22,1,1,3,1,3,5,5,5,4,2,4,5,4,2,1,4,3,4,1,5,5,5,4,2,4,5,4,1,1,1,2,1,1,1,3,1,2,3
3897760,2,0,2,2,8,2,6,1,8,2,3,1,8,2,2,2,43,2,1,1,2,4,1,3,5,4,5,5,2,4,5,5,1,2,4,2,2,1,5,4,5,3,3,4,5,5,3,1,3,2,1,1,1,2,1,1,1
3897761,4,0,4,2,8,4,6,2,8,1,1,1,8,1,2,1,35,1,5,1,2,4,1,4,2,3,2,2,4,2,3,2,4,3,2,4,3,3,2,2,2,2,3,2,2,2,4,3,4,4,2,2,2,2,1,1,0
3897764,3,1,5,5,7,5,6,5,7,5,5,4,7,4,2,2,23,2,33,1,1,3,1,4,5,5,5,5,2,4,5,3,3,1,5,3,1,1,5,5,5,5,2,3,5,5,3,1,3,2,2,1,1,1,1,2,2
3897765,4,0,4,4,8,4,6,8,4,4,5,4,8,3,2,2,19,2,5,5,1,3,1,5,4,4,4,4,1,4,4,4,4,2,5,3,2,2,4,4,4,4,1,4,4,4,4,2,2,4,1,1,2,1,1,0,1
3897773,1,0,7,6,6,8,5,5,4,5,6,5,6,5,2,4,21,2,43,3,1,3,1,1,5,5,5,5,1,5,5,5,1,1,5,2,1,1,5,5,5,5,3,5,5,5,1,1,1,1,1,1,1,1,0,1,1
3897779,3,1,6,6,7,5,7,5,5,5,7,5,6,5,1,1,28,2,17,1,2,3,1,2,5,5,5,5,1,5,5,1,1,1,5,3,1,1,5,5,5,5,3,4,5,5,1,1,1,1,2,1,1,2,1,1,0
3897791,2,1,7,7,5,7,2,7,7,7,7,6,6,7,2,2,20,1,39,1,1,3,1,2,4,5,2,4,2,4,5,1,3,1,5,3,1,2,4,4,4,4,3,4,4,5,3,2,3,3,1,1,1,2,2,2,3
3897792,4,1,7,7,2,8,1,6,3,5,7,5,4,6,2,2,18,1,17,1,1,2,1,2,5,5,5,4,1,5,4,5,2,1,5,2,2,2,5,5,5,4,2,4,5,4,2,2,4,2,1,1,1,2,1,1,2
3897793,3,1,1,1,7,1,1,6,1,1,8,8,7,8,2,5,45,1,39,1,1,6,1,7,5,5,5,4,2,5,5,4,2,1,5,2,1,2,5,5,5,5,2,5,5,5,2,2,2,2,1,1,1,4,4,4,4
3897795,2,1,7,8,3,5,3,7,5,7,8,7,7,6,2,5,22,2,43,1,1,5,1,3,5,5,5,4,1,5,5,4,1,1,5,1,1,3,5,5,5,4,2,5,5,5,1,1,2,2,2,1,1,3,2,2,3
3897799,2,0,5,5,6,6,5,5,4,6,6,6,7,5,2,1,21,2,9,4,1,5,1,10,2,1,1,3,5,5,1,2,2,4,3,2,3,4,2,2,3,3,3,3,2,5,3,4,2,4,1,1,1,1,1,1,0
3897801,1,1,7,3,8,6,4,6,7,4,6,6,8,6,2,2,20,2,5,3,1,3,1,6,4,4,3,3,3,3,4,5,2,2,4,2,2,1,3,4,3,3,4,4,3,4,4,3,4,4,1,1,2,3,3,3,2
3897802,1,1,8,6,2,8,2,6,7,7,8,6,7,5,2,1,34,1,5,2,1,6,1,6,5,5,5,5,1,5,5,5,2,1,5,2,1,2,5,5,5,5,4,5,5,5,1,1,2,1,1,1,1,2,1,2,1
3897811,3,0,3,5,8,4,6,2,8,3,2,3,8,4,2,4,39,2,20,1,1,6,1,3,4,5,4,3,2,4,4,4,2,2,5,3,2,2,4,4,4,4,2,4,5,3,2,2,2,2,1,1,1,1,2,1,1
3897812,4,0,7,5,6,7,1,6,6,7,7,5,6,5,2,2,29,2,28,1,1,4,1,3,5,5,5,4,1,4,5,5,4,2,5,4,1,1,5,5,5,4,3,5,5,4,4,1,4,2,2,1,1,1,2,1,2
3897814,4,1,6,5,2,5,4,6,3,5,7,6,5,6,2,2,20,1,21,1,1,5,1,10,4,4,4,4,4,4,4,4,4,2,4,4,4,2,3,3,4,3,3,2,4,4,4,2,4,4,2,1,1,3,2,2,1
3897815,1,0,6,7,1,7,7,7,8,5,7,7,8,7,2,4,45,2,38,1,1,5,1,10,5,5,5,5,3,5,4,5,2,2,4,5,2,1,5,5,5,5,2,5,5,4,2,2,2,2,1,1,1,1,1,1,0
3897817,3,0,7,6,5,6,3,5,6,6,7,7,6,6,2,1,21,2,36,1,1,3,1,1,4,4,4,3,4,2,4,3,4,2,4,3,3,3,3,3,3,3,3,2,2,3,4,2,4,4,1,2,2,1,1,1,0
3897818,2,0,7,5,5,6,7,6,6,5,4,6,5,5,2,5,56,2,9,3,1,4,1,5,5,5,5,5,2,5,5,5,2,2,5,3,2,2,4,4,5,4,2,4,5,4,2,2,2,2,1,1,1,1,1,1,1
3897819,2,1,8,6,5,5,7,7,6,6,6,4,7,6,2,1,21,2,9,1,1,3,1,1,5,5,5,5,3,5,5,3,2,1,5,4,1,1,5,5,5,5,4,5,5,5,1,1,1,1,2,1,1,1,1,1,2
3897826,1,0,7,7,3,6,2,6,5,5,6,5,7,5,2,1,32,2,17,2,1,6,1,5,4,4,4,4,2,4,5,4,2,1,4,3,1,2,4,4,4,4,4,4,4,4,2,3,3,2,2,1,1,1,0,2,1
3897828,3,0,6,5,7,6,7,5,6,5,5,6,7,6,2,1,28,2,22,1,1,6,1,5,4,4,4,2,5,1,4,2,4,2,4,3,4,4,3,3,3,1,3,1,4,1,4,3,2,5,2,2,2,0,2,1,2
3897832,4,0,6,3,8,4,4,5,7,4,3,5,6,4,2,1,30,2,22,3,2,4,1,6,5,5,5,5,2,3,5,4,3,3,5,2,2,2,5,4,5,5,4,3,5,5,3,2,3,4,1,1,2,1,1,1,1
3897838,2,1,5,4,5,6,2,2,4,6,4,3,2,5,2,2,30,1,4,1,2,4,1,6,4,4,5,4,3,4,5,5,3,2,5,5,2,2,5,5,5,5,1,4,5,4,4,1,2,2,1,1,1,0,1,1,0
3897839,1,1,5,4,7,5,5,4,6,3,3,3,7,3,2,5,40,2,47,1,1,4,1,3,5,5,5,4,3,4,5,5,4,2,4,4,2,2,5,4,5,5,3,4,5,5,4,1,2,2,1,1,1,2,1,2,1
3897840,4,1,7,8,1,7,1,8,1,8,8,6,1,8,2,5,38,1,5,4,1,5,1,1,5,5,5,5,3,5,5,5,1,3,5,2,1,1,5,5,5,5,1,5,5,5,1,1,3,1,1,1,1,2,2,2,2
3897842,3,1,7,7,2,5,2,6,3,6,7,6,2,6,2,1,51,2,9,1,1,6,1,8,5,5,5,5,1,5,5,5,2,1,5,3,1,1,5,5,5,5,1,5,5,5,2,1,1,2,1,1,1,3,2,1,1
3897845,1,0,7,7,2,6,2,5,6,5,5,6,2,6,2,2,25,1,32,1,1,5,6,6,5,4,5,4,2,4,5,4,4,2,4,1,2,2,4,4,5,4,4,4,3,4,3,2,4,3,1,1,1,2,2,1,2
3897849,3,1,7,5,7,8,2,7,6,8,6,4,8,4,1,4,30,2,30,1,2,3,1,4,5,5,5,5,3,5,5,5,2,1,5,3,1,1,5,5,5,5,1,5,5,1,2,1,1,2,1,1,1,3,2,1,2
3897853,4,1,4,3,6,4,3,5,6,4,3,4,6,6,2,1,25,1,5,3,1,5,1,9,5,5,5,5,1,5,5,5,1,1,5,1,1,1,5,5,5,5,1,5,5,5,1,1,1,1,2,1,1,2,1,2,1
3897859,2,1,8,7,3,6,2,6,3,6,8,8,3,6,2,1,51,2,9,1,1,3,1,3,2,3,1,1,3,1,2,5,4,3,2,5,4,4,1,1,1,1,1,1,1,1,5,5,5,5,2,2,2,2,0,1,0
3897860,2,0,6,5,2,4,3,6,5,6,7,7,3,6,2,2,25,1,21,1,1,6,1,9,5,5,5,3,1,5,5,5,5,5,5,5,1,1,5,5,5,4,2,5,5,5,2,1,1,1,2,1,1,1,1,1,0
3897866,4,0,7,7,2,7,2,7,6,7,7,7,2,7,2,2,46,2,32,1,2,5,1,5,4,4,4,4,3,4,4,5,2,2,4,3,2,2,4,3,4,3,3,4,4,4,3,2,4,4,1,1,1,1,1,1,1
3897870,1,1,3,4,1,4,3,4,7,3,2,1,7,3,2,2,54,2,13,1,1,4,1,4,5,5,5,3,1,5,5,5,2,1,5,3,1,1,5,5,5,3,2,3,5,5,2,2,4,1,1,1,1,2,1,1,2
3897874,3,0,6,5,8,6,8,5,8,5,4,4,8,5,2,1,43,2,32,1,1,6,1,4,5,5,5,5,1,5,5,3,1,1,5,3,1,1,5,5,5,5,1,5,5,3,1,1,1,1,2,1,2,0,1,1,1
3897875,3,0,6,5,4,5,4,5,6,5,5,5,6,5,1,1,56,2,46,1,2,4,1,5,5,5,5,3,3,4,5,4,2,2,5,2,2,2,5,5,5,5,2,4,5,4,2,1,2,1,1,1,1,1,2,1,2
3897877,4,0,7,7,4,6,2,7,7,7,6,6,6,5,1,2,37,2,28,5,1,5,1,8,5,4,5,2,5,3,4,3,4,3,4,5,2,3,5,3,5,2,3,3,5,4,4,2,4,4,2,1,1,1,2,1,2
3897884,4,1,5,2,7,4,5,4,4,2,2,1,6,1,2,5,32,2,5,2,1,4,6,2,5,5,5,5,1,5,5,5,2,1,5,2,1,1,5,5,5,5,1,5,5,5,2,1,2,2,2,1,1,2,0,0,0
3897885,1,0,7,6,1,8,1,6,4,7,7,6,2,6,2,2,45,1,35,1,1,5,1,3,5,5,5,4,2,5,5,3,2,1,4,2,2,1,5,5,5,5,2,5,5,4,2,1,2,1,1,1,1,2,1,1,2
3897886,2,0,6,6,8,6,7,6,7,6,2,6,8,4,2,1,23,2,21,1,2,4,1,3,5,5,5,5,1,5,5,5,2,1,5,3,1,1,5,5,5,5,1,5,5,5,2,1,1,1,1,1,1,2,1,1,1
3897888,1,1,6,6,7,5,2,5,7,6,6,4,7,5,2,2,37,2,6,1,1,5,1,7,5,5,5,5,1,5,5,5,1,1,5,3,1,1,5,5,5,5,3,5,5,5,2,1,2,1,1,1,1,2,3,2,1
3897899,2,1,7,8,1,7,3,6,2,6,8,7,2,7,2,1,30,1,38,1,2,4,1,4,5,5,5,5,2,5,5,3,1,1,4,2,1,1,5,4,5,5,1,5,5,5,1,1,1,1,1,1,1,1,1,0,0
3897901,3,1,4,3,8,3,5,3,7,6,3,2,8,5,2,5,22,3,5,1,1,3,1,7,5,5,5,4,2,5,5,4,1,1,5,3,1,1,5,5,5,5,2,4,5,4,1,1,1,1,1,1,1,2,1,2,2
3897904,1,0,4,6,7,5,2,7,7,6,8,8,8,4,1,1,25,2,15,1,1,5,2,6,5,5,5,5,2,5,5,5,1,1,5,4,1,1,5,5,5,5,2,5,5,5,1,1,1,1,1,1,1,1,2,1,1
3897908,1,1,6,7,1,6,2,6,7,5,5,7,1,6,2,3,41,1,38,1,1,7,1,8,5,4,4,4,4,4,4,4,4,2,5,4,2,2,4,4,4,4,4,4,4,4,2,2,2,2,2,1,2,2,2,2,2
3897910,2,0,6,7,1,6,2,6,7,6,6,5,1,6,2,4,41,1,38,1,1,7,1,8,4,4,4,3,5,3,4,5,5,2,5,4,4,5,2,3,2,2,4,3,3,3,4,5,4,4,1,2,2,2,2,2,2
3897911,3,1,6,3,8,5,5,3,7,4,3,2,8,4,2,1,25,2,35,1,1,5,1,3,4,4,4,4,2,4,4,3,2,2,4,3,2,2,4,5,5,4,2,4,5,4,2,1,2,2,1,1,1,1,2,1,2
3897914,4,0,7,6,2,7,1,7,5,6,7,7,2,7,2,1,41,2,7,1,1,5,1,8,4,4,4,3,3,4,4,4,4,2,4,4,2,3,3,3,4,3,3,4,4,4,4,1,3,4,2,1,2,1,1,1,2
3897916,1,0,6,7,1,6,2,7,8,5,5,7,5,6,2,2,41,1,38,1,1,7,1,8,5,5,5,5,2,4,5,5,2,1,5,3,2,1,5,5,5,5,3,5,5,5,2,1,2,2,1,1,1,2,2,2,2
3897921,3,0,5,3,3,6,8,5,4,3,4,3,7,4,2,1,30,2,29,1,1,5,6,4,4,4,4,4,5,3,4,4,5,4,4,2,3,3,4,4,4,4,4,4,4,4,5,2,2,5,1,1,1,1,2,1,1
3897923,1,0,6,6,6,5,4,6,3,7,6,7,8,6,2,1,57,1,43,1,1,5,1,3,5,5,5,5,2,4,5,5,2,2,4,3,1,1,5,5,5,5,2,5,5,5,2,1,5,1,2,1,1,1,1,1,2
3897924,4,1,5,6,8,5,2,2,6,1,5,1,8,2,2,1,38,1,42,1,2,2,1,1,4,5,4,1,4,3,4,4,4,2,5,3,1,1,3,4,4,3,3,3,4,3,4,2,4,4,1,2,2,0,1,1,0
3897926,2,0,1,1,8,5,5,1,8,1,1,1,8,1,2,5,29,2,48,1,2,3,1,1,3,4,4,3,3,3,4,4,3,2,3,4,4,3,3,3,3,3,2,3,3,3,4,3,4,4,2,2,2,0,0,1,1
3897927,3,0,6,5,1,4,1,6,1,6,8,4,3,6,2,5,52,1,14,5,2,5,6,5,4,4,4,2,3,3,4,4,2,2,4,4,4,3,4,4,4,4,4,4,4,4,2,2,4,2,2,1,1,2,0,1,0
3897930,2,1,8,8,1,8,1,8,1,8,8,7,1,8,2,1,33,1,43,1,1,4,1,2,5,4,5,3,3,4,4,4,3,2,4,4,2,2,5,5,5,5,3,4,5,5,4,1,3,3,1,1,1,3,3,2,2
3897935,4,1,8,7,2,8,3,7,8,7,8,7,6,7,2,1,31,1,21,1,1,7,1,6,4,4,4,4,3,4,4,4,4,2,4,3,3,2,4,4,4,4,2,4,4,4,2,2,2,3,1,1,1,2,3,3,3
3897938,4,0,4,2,7,4,6,3,4,3,3,1,7,3,2,5,37,1,9,1,1,5,1,4,5,5,5,5,1,4,5,4,1,2,5,4,1,1,5,5,5,5,2,5,5,5,1,1,3,2,2,1,1,1,1,2,0
3897940,4,0,8,7,7,6,7,7,8,7,7,8,7,7,2,2,42,1,30,2,1,3,1,4,2,4,3,2,4,2,3,3,5,4,4,3,5,3,1,1,2,2,3,1,2,1,5,4,4,5,2,2,2,1,3,2,2
3897946,2,1,5,3,6,5,2,7,8,6,4,1,4,1,2,2,26,2,43,3,1,5,1,1,5,5,5,5,2,5,5,5,2,4,5,5,1,1,5,5,5,5,4,5,5,5,1,2,1,1,1,1,1,4,0,1,0
3897953,1,1,6,5,2,6,2,7,5,5,7,5,5,5,2,1,18,1,32,3,1,3,1,4,5,4,5,4,3,4,5,2,2,1,5,2,1,1,5,4,5,5,3,4,5,4,2,1,2,2,1,1,1,2,1,2,0
3897954,3,1,7,7,1,6,2,7,7,6,6,6,3,5,2,1,34,1,13,1,2,5,1,4,4,5,5,5,3,4,5,5,1,1,5,3,2,1,5,5,5,5,5,5,5,5,3,3,3,2,2,1,1,2,3,3,3
3897957,1,1,7,7,1,7,1,7,7,7,8,7,1,7,1,1,28,1,5,1,1,5,4,5,5,5,5,5,1,5,5,5,3,2,5,3,1,2,5,5,5,5,2,5,5,5,2,2,4,3,1,1,1,2,3,2,4
3897959,2,0,5,4,6,6,5,4,5,5,4,1,8,2,2,2,27,2,29,1,1,5,1,2,4,4,4,4,3,3,4,3,3,4,5,4,4,3,4,4,4,3,4,3,5,3,3,3,3,3,2,1,1,1,2,1,1
3897965,3,1,7,5,3,8,3,5,6,7,8,5,5,6,2,2,21,1,22,1,1,4,1,1,3,2,2,2,4,2,4,2,4,4,3,3,4,4,2,2,2,2,4,2,2,2,4,3,4,4,2,2,2,4,2,2,1
